ResponseId,MainBranch,Age,Employment,EdLevel,Country
8201,I am a developer by profession,35-44 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Argentina
8202,I am a developer by profession,25-34 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",United Kingdom of Great Britain and Northern Ireland
8203,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Spain
8204,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
8205,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United Kingdom of Great Britain and Northern Ireland
8206,I am a developer by profession,18-24 years old,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ukraine
8207,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
8208,I am a developer by profession,35-44 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",United Kingdom of Great Britain and Northern Ireland
8209,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Indonesia
8210,I am a developer by profession,55-64 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
8211,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
8212,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Netherlands
8213,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Slovakia
8214,I code primarily as a hobby,Under 18 years old,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Ukraine
8215,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",China
8216,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Latvia
8217,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Czech Republic
8218,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",France
8219,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
8220,I am a developer by profession,25-34 years old,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
8221,I am a developer by profession,25-34 years old,"Employed, full-time",Something else,Canada
8222,I am a developer by profession,18-24 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
8223,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",United Kingdom of Great Britain and Northern Ireland
8224,I am learning to code,18-24 years old,"Student, full-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Ukraine
8225,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Thailand
8226,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Czech Republic
8227,"I used to be a developer by profession, but no longer am",25-34 years old,"Student, full-time","Associate degree (A.A., A.S., etc.)",Spain
8228,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
8229,I am a developer by profession,45-54 years old,"Employed, full-time",Some college/university study without earning a degree,Israel
8230,"I used to be a developer by profession, but no longer am",35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Germany
8231,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Romania
8232,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
8233,I am a developer by profession,25-34 years old,"Employed, full-time",Something else,Canada
8234,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
8235,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Poland
8236,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
8237,I am a developer by profession,45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
8238,I am a developer by profession,18-24 years old,"Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
8239,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Albania
8240,I am learning to code,18-24 years old,"Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",China
8241,I am a developer by profession,35-44 years old,"Employed, full-time",Some college/university study without earning a degree,Finland
8242,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bulgaria
8243,I am a developer by profession,35-44 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
8244,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Italy
8245,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
8246,I am a developer by profession,18-24 years old,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Jordan
8247,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
8248,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
8249,I am learning to code,18-24 years old,"Student, full-time","Associate degree (A.A., A.S., etc.)",France
8250,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
8251,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
8252,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
8253,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
8254,I am learning to code,18-24 years old,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Ukraine
8255,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Poland
8256,I code primarily as a hobby,Under 18 years old,"Student, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
8257,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Nigeria
8258,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Spain
8259,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Italy
8260,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Singapore
8261,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Greece
8262,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
8263,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Turkey
8264,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
8265,I am a developer by profession,18-24 years old,"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Brazil
8266,I am a developer by profession,18-24 years old,"Employed, full-time",Something else,Austria
8267,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Switzerland
8268,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ireland
8269,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Netherlands
8270,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
8271,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
8272,I am learning to code,Under 18 years old,I prefer not to say,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",India
8273,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Poland
8274,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Turkey
8275,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
8276,"I used to be a developer by profession, but no longer am",35-44 years old,"Not employed, but looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Barbados
8277,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
8278,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
8279,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
8280,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Malaysia
